route_short_name,route_long_name,route_desc,route_type,route_id,agency_id,via
BELGS-35,BELGS-35DOWN,CS-BEL Factory To CS-Williams Town Park,3,39220,BMTC,Rehamathanagara Chinappa Garden
CAPGR-9,CAPGR-9DOWN,CS-Cap Gemini Garudacharpalya To CS-8th Mile,3,39221,BMTC,HBLB  BELC
D24-TNF-WTP,D24-TNF-WTPUP,Depot-24 ITI Layout To Williams Town Park,3,39222,BMTC,Tin Factory
BEL-TNF-CSB,BEL-TNF-CSBDOWN,BEL Company To Central Silk Board (Towards BTM Layout),3,39223,BMTC,Hebbala Bridge  Tin Factory
WTP-JVH-KRP,WTP-JVH-KRPUP,Williams Town Park To KR Puram Govt Hospital,3,39224,BMTC,Halasuru Benniganahalli KR Puram
ITPL-9,ITPL-9DOWN,CS-ITPL To CS-MS Palya,3,39225,BMTC,Horamavu Junction
ITPL-2H,ITPL-2HUP,CS-Hebbala To CS-ITPL,3,39226,BMTC,Coles Park
ITPL-5D,ITPL-5DDOWN,CS-ITPL To CS-Vijayanagara TTMC,3,39227,BMTC,Domluru  Mysore Road
V-ORRCAQ-9-BSK,V-ORRCAQ-9-BSKDOWN,ORRCA-9 Qualcomm To Banashankari TTMC,3,39228,BMTC,Graphite India Marathahalli Bridge Central Silk Board
MACER-2,MACER-2DOWN,CS-Mecured Sensors Pvt Lt To CS-Ambedkar Institute of Technology,3,39229,BMTC,Kengeri Satellite Town Mariyappanapalya Kengunte Circle
MACER-2,MACER-2UP,CS-Ambedkar Institute Of Technology To CS-Mecured Sensors Pvt Lt,3,39230,BMTC,Kenchanapura Cross Shirke Kengeri Satellite Town Kumbalagodu
ITPL-3D,ITPL-3DDOWN,CS-ITPL To CS-BEML Layout Kamalanagara,3,39231,BMTC,Halasuru
CALLBUS-14,CALLBUS-14UP,CS-Jayanagara TTMC To CS-Chandra Layout,3,39232,BMTC,nan
VSD-SHS,VSD-SHSUP,Vidhana Soudha Karnataka High Court  To SOPHIYA School,3,39233,BMTC,Rajbhavan
BELGS-20,BELGS-20DOWN,CS-BEL Company To CS-Munnekolalu,3,39235,BMTC,Lavanya Takies  HAL main Gate
CSB-MRH-BEL,CSB-MRH-BELUP,Central Silk Board (Towards Madivala) To BEL Factory,3,39236,BMTC,Central Silk Board  Marathahalli Bridge
KRP-MNK,KRP-MNKDOWN,KR Puram Govt Hospital To Munnekolalu,3,39237,BMTC,Mahadevapura Ring Road Marathahalli Bridge
STJOS-HLS-KRP,STJOS-HLS-KRPUP,St Joseph Boys High School Musuem Road To KR Puram Govt Hospital,3,39238,BMTC,Halasuru tin Factory
GGP-HBL-D6G,GGP-HBL-D6GDOWN,Goraguntepalya (Towards BEL Circle) To Depot-06 Gate,3,39239,BMTC,Hebbala Bridge  Tin Factory
MNKL-TNF-GGP,MNKL-TNF-GGPUP,Munnekolalu To Goraguntepalya (Towards Tumkur Road),3,39240,BMTC,Tin Factory   Hebbala  Bridge
VNS-13,VNS-13DOWN,CS-Vidyaniketan School Hebbala To CS-RT Nagara Police Station,3,39241,BMTC,nan
BELGS-2,BELGS-2DOWN,CS-BEL Company To CS-Kadugodi Bus Stand,3,39242,BMTC,Ramamurthynagara Bridge  KR Puram Railway Station Gunjoor
VNS-18,VNS-18UP,CS-Vidyaniketan School Hebbala To CS-Show Mall Sahakara Nagara,3,39243,BMTC,nan
VNS-18,VNS-18DOWN,CS-Show Mall Sahakara Nagara To CS-Vidyaniketan School Hebbala,3,39244,BMTC,nan
SBS-SJHST,SBS-SJHSTUP,Shivajinagara Bus Station To St Johns School Thamos Cafe,3,39247,BMTC,Kamaraja Road
SJHS-2A,SJHS-2ADOWN,CS-St Johns High School Thomas Cafe  To CS-Vidyaranyapura,3,39248,BMTC,RT Nagara
401 BELF-YHKOT,401 BELF-YHKOTDOWN,BEL Factory To Yelahanka Old Town,3,39250,BMTC,MS Palya
VCS-BWTC-214 BSV8th-BWTC,VCS-BWTC-214 BSV8th-BWTCUP,CS-Basaveshwaranagara 8th Main Road To CS-Bagmane World Technology Center Doddanekkundi,3,39251,BMTC,nan
VCS-BWTC-214 BWTC-BSV8th,VCS-BWTC-214 BWTC-BSV8thDOWN,CS-Bagmane World Technology Center Doddanekkundi To CS-Basaveshwaranagara 8th Main Road,3,39252,BMTC,nan
V-KDG-MRHB-BWTC,V-KDG-MRHB-BWTCDOWN,Kadugodi Bus Station To Bagmane World Technology Center Doddanekkundi,3,39255,BMTC,ITPL Graphite India Marathahalli Bridge
V-BWTC-MRHB-CSB,V-BWTC-MRHB-CSBUP,Bagmane World Technology Center Doddanekkundi To Central Silk Board (Towards BTM Layout),3,39256,BMTC,Marathahalli Bridge Junction of Agara
BELGS-51,BELGS-51DOWN,CS-BEL Factory To CS-BEML Layout Kamalanagara,3,39257,BMTC,Mahalakshmi Layout Rajajinagara 1st Block KHB Colony Basaveshwaranagara
ITPL-4V,ITPL-4VDOWN,CS-ITPL To CS-Kaggadasapur,3,39258,BMTC,KR Puram Railway Station CV Raman Nagara
BELGS--34,BELGS--34UP,CS-NP Medical Store RPC Layout To CS-BEL Factory,3,39259,BMTC,RPC Layout Pipeline Vijayanagara Shivanahalli Yeshwanthapura
BELGS--34,BELGS--34DOWN,CS-BEL Factory To CS-NP Medical Store RPC Layout,3,39260,BMTC,Yeshwanthapura Mahalalakshmi Layout Vijayanagara RPC Layout
CAPGPS-7,CAPGPS-7DOWN,CS-CAP Gemini Prestige Shathinikethan To CS-Nagarabhavi BDA Complex,3,39261,BMTC,Tin Factory Indiranagara Coles Park Mekhri Circle Rajajinagara 1st Block Modi Hospital
ITPL-6L,ITPL-6LDOWN,CS-ITPL To CS- Mekhri Circle,3,39263,BMTC,KR Puram Railway Station Nagavara
BELF-YPR,BELF-YPRUP,BEL Factory To Yashawanthapura TTMC,3,39264,BMTC,Mattikere
BELGS-1,BELGS-1DOWN,CS-BEL Company To CS-Hoskote KEB Circle,3,39265,BMTC,Ramamurthynagara Ring Road KR Puram Goverment Hospital
BTP-1A,BTP-1ADOWN,CS-Bagmane Tech Park To CS-Mantri Alpyne Apartment Channasandra Uttarahalli,3,39266,BMTC,SRS Petrol Bunk Netkallappa Circle DG Petrol Bunk Chikkallasandra Uttarahalli
BTP-1A,BTP-1AUP,CS-Mantri Alpyne Apartment Channasandra To CS-Bagmane Tech Park,3,39267,BMTC,Uttarahalli Gowdanapalya DG Petrol Bunk KR Road SRS Petrol Bunk
375-D,375-DDOWN,Banashankari TTMC To Kengeri TTMC,3,39268,BMTC,Kadirenahalli Village Uttarahalli Channasandra
375-D,375-DUP,Kengeri TTMC To Banashankari TTMC,3,39269,BMTC,BGS Health City Gate Channasandra Kadirenahalli
BTP-1,BTP-1UP,CS-Mantri Alpyne Apartment Channasandra To CS-Bagmane Tech Park,3,39271,BMTC,Uttarahalli DG Petrol Bunk Indira Nursing Home Netkallappa Circle
BTP-1,BTP-1DOWN,CS-Bagmane Tech Park To CS-Mantri Alpyne Apartment Channasandra Uttarahalli,3,39272,BMTC,Nettakallappa Circle Banashankari BDA Complex DG Petrol Bunk Chikkalasandra Uttarahalli
ATB-BEML5,ATB-BEML5DOWN,Attibele To BEML Layout 5th Stage,3,39273,BMTC,Bommanahalli
ITPL-3H,ITPL-3HDOWN,CS-ITPL To CS-Basaveshwaranagara,3,39274,BMTC,nan
V-KBS-GOLT,V-KBS-GOLTUP,Kempegowda Bus Station To Gollarahatti (Towards Tavarakere),3,39276,BMTC,Magadi Road Toll Gate KHB Colony Kottigepalya Sunkadakatte
V-356VV,V-356VVUP,Kempegowda Bus Station To Chandapura (Towards Attibele),3,39278,BMTC,Corportion Dairy Circle Madival Bommanahalli Electronic City
V-356VV,V-356VVDOWN,Chandapura (Towards Electronic City) To Kempegowda Bus Station,3,39279,BMTC,Electronic City Bommanahalli Dairy Circle Corportion
VCS-BWTC-215 GOLT-BWTC,VCS-BWTC-215 GOLT-BWTCUP,CS- Gollarahatti To CS-Bagmane World Technology Center Doddanekkundi,3,39281,BMTC,nan
BTP-23A,BTP-23ADOWN,CS-Bagmane Tech Park To CS-Vidyaranyapura,3,39282,BMTC,Nagavara Junction  Hebbala Bridge
VCS-BWTC-215 BWTC-GOLT,VCS-BWTC-215 BWTC-GOLTDOWN,CS-Bagmane World Technology Center Doddanekkundi To CS- Gollarahatti,3,39283,BMTC,nan
V-GOLT-KBS,V-GOLT-KBSDOWN,Gollarahatti (Towards Sunkadakatte) To Kempegowda Bus Station,3,39284,BMTC,Byadarahalli  Sunkadakatte Kamakshipalya	Magadi Road TollGate
BELGS-37,BELGS-37DOWN,CS-BEL Factory To CS-Isolation Hospital,3,39285,BMTC,HBR Lay Out 5th Block  Sadanadanagar 4th Cross
V-BWTC-MRHB-KDG,V-BWTC-MRHB-KDGDOWN,Bagmane World Technology Center Doddanekkundi To Kadugodi Bus Station,3,39286,BMTC,Marathahalli Bridge Graphite India ITPL
CSB-BSPB,CSB-BSPBUP,Central Silk Board To Shell Petrol Bunk,3,39287,BMTC,Marathahalli Bridge
VCS-BWTC-213 CBK-BWTC,VCS-BWTC-213 CBK-BWTCUP,CS-Chikkabidarakallu To CS-Bagmane World Technology Center Doddanekkundi,3,39288,BMTC,nan
VCS-BWTC-213 BWTC-CBK,VCS-BWTC-213 BWTC-CBKDOWN,CS-Bagmane World Technology Center Doddanekkundi To CS-Chikkabidarakallu Nelamangala Road,3,39289,BMTC,nan
DSCU-3,DSCU-3UP,CS-Yeshvanthapura TTMC To CS-Dayanandasagara University Kudlu Gate,3,39290,BMTC,ISCKON  RJF  ATGP  LBGW MDL
DSCU-3,DSCU-3DOWN,CS-Dayanandasagara University Kudlu Gate To CS-Yeshwanthapura TTMC,3,39291,BMTC,MDL  LBGW  MGRTG RJF
347 KMT-DSCUK,347 KMT-DSCUKUP,KR Market (Kalasipalya) To Dayanandasagara University Kudlu Gate,3,39292,BMTC,MDL BMHL
347 DSCUK-KMT	,347 DSCUK-KMT	DOWN,Dayanandasagara University Kudlu Gate To KR Market (Kalasipalya),3,39293,BMTC,MDL  LBGMG
302-G,302-GUP,Shivajinagara Bus Station To Haramavu Agara,3,39294,BMTC,ITC Factory
V-KBS-MRHB-BWTC,V-KBS-MRHB-BWTCUP,Kempegowda Bus Station To Bagmane World Technology Center Doddanekkundi,3,39295,BMTC,Corportion HAL Marathahalli Bridge
V-BWTC-MRHB-KBS,V-BWTC-MRHB-KBSDOWN,Bagmane World Technology Center Doddanekkundi To Kempegowda Bus Station,3,39296,BMTC,Marathahalli Bridge HAL Domluru Corportion Mysore Bank
V-BWTC-TNF-Hoodi-ITPL-KDG,V-BWTC-TNF-Hoodi-ITPL-KDGUP,Bagmane World Technology Center Doddanekkundi To Kadugodi Bus Station,3,39299,BMTC,Tin Factory KR Puram Railway Station Hoodi ITPL Hope Form
V-HBL-NES-YHKM,V-HBL-NES-YHKMUP,Hebbala Bridge (Towards Bhadrappa Layout) To Mother Dairy Cross Yelahanka,3,39300,BMTC,Byatarayanapura NES Office 	Yelahanka Satellite Town
V-YHKM-NES-HBL,V-YHKM-NES-HBLDOWN,Mother Dairy Cross Yelahanka To Hebbala Bridge (Towards Tin Factory),3,39301,BMTC,Yelahanka Satellite Town NES Office Byatarayanapura
V-BWTC-MRHB-CSB-BSK,V-BWTC-MRHB-CSB-BSKUP,Bagmane World Technology Center Doddanekkundi To Banashankari TTMC,3,39302,BMTC,Marathahalli Bridge Central Silk Board Ragigudda
V-BSK-CSB-BWTC,V-BSK-CSB-BWTCDOWN,Banashankari TTMC To Bagmane World Technology Center Doddanekkundi,3,39303,BMTC,Central Silk Board Marathahalli Bridge
VCS-BWTC-211 YHKM-BWTC,VCS-BWTC-211 YHKM-BWTCUP,CS-Mother Dairy Yelahanka To CS-Bagmane World Technology Center Doddanekkundi,3,39304,BMTC,nan
VCS-BWTC-211 BWTC-YHKM,VCS-BWTC-211 BWTC-YHKMDOWN,CS-Bagmane World Technology Center Doddanekkundi To CS-Mother Dairy Yelahanka,3,39305,BMTC,nan
VLS-KGRTTMC,VLS-KGRTTMCUP,Vally School Kanakapura Road To Kengeri TTMC,3,39306,BMTC,nan
ITPL-3F,ITPL-3FDOWN,CS-ITPL To CS-Vijayanagara,3,39307,BMTC,Guttahalli Bashyam Circle Malleshwram Devaiah Park Shankar Mutt Basaveshwaranagara KHB Colony
V-HBL-ELCWG,V-HBL-ELCWGUP,Hebbala Bridge (Towards Tin Factory) To ELC Wipro Gate,3,39309,BMTC,Via Fly Over Tin Factory Marathahalli Bridge Central Silk Board
248-J CKB-JPLK,248-J CKB-JPLKUP,Chikka Banavara (Towards 8th Mile) To Kadabagere,3,39310,BMTC,Jalahalli Cross
ITPL-3H,ITPL-3HUP,CS-Janapriya Township Kadabagere To CS-ITPL,3,39311,BMTC,Sunkadakatte Vijayanagara
BTP-23,BTP-23DOWN,CS-Bagmane Tech Park To CS-Vidyaranyapura,3,39312,BMTC,Nagavara Junction
CALLBUS-13,CALLBUS-13UP,CS-Sharada Colony To CS-Chandra Layout,3,39313,BMTC,nan
V-HBL-BPS,V-HBL-BPSUP,Hebbala Bridge (Towards Bhadrappa Layout) To Bhoopasandra,3,39314,BMTC,Nagashettyhalli
ITPL-2C,ITPL-2CDOWN,CS-ITPL To CS-MS Ramaiah College,3,39318,BMTC,Kasturinagara Kammanahalli Nagavara Hebbala Ganganagara Geddalahalli Sanjaynagara
V-KDG-MRHB-Intel ORR,V-KDG-MRHB-Intel ORRDOWN,Kadugodi Bus Station To Intel Ring Road,3,39320,BMTC,ITPL Marathahalli Bridge
BTP-24,BTP-24UP,CS-BMSIT College To CS-Bagmane Tech Park,3,39321,BMTC,Jakkuru Nagavara Junction
BTP-24,BTP-24DOWN,CS-Bagmane Tech Park To CS-BMSIT College,3,39322,BMTC,Nagavara Junction Jakkuru
V-Intel ORR-MRHB-KDG,V-Intel ORR-MRHB-KDGUP,Intel Ring Road To Kadugodi Bus Station,3,39323,BMTC,Marathahalli Bridge ITPL
401 YTTMC-BMSIT,401 YTTMC-BMSITUP,Yashawanthapura TTMC To BMSIT College Campous Yelahanka,3,39324,BMTC,Atturulayout
401 BMSIT-YTTMC,401 BMSIT-YTTMCDOWN,BMSIT College Campous Yelahanka To Yashawanthapura TTMC,3,39329,BMTC,Atturu
D06G-HALMG,D06G-HALMGUP,Depot-06 Gate To HAL Main Gate,3,39330,BMTC,NGEF
MF-2A,MF-2AUP,Swamy Vivekananda Metro Station To HAL Main Gate (Towards Old Airport Road),3,39331,BMTC,BEML Gate
MF-2A,MF-2ADOWN,HAL Main Gate (Towards NGEF) To Swamy Vivekananda Metro Station,3,39332,BMTC,BEML Gate
HAL-D06G,HAL-D06GUP,HAL Main Gate To Depot-06 Gate,3,39333,BMTC,BEML Gate
BMSIT-1,BMSIT-1UP,CS-8th Mile To CS-BMSIT College,3,39335,BMTC,VRP
BMSIT-1,BMSIT-1DOWN,CS-BMS College Campus Yalahanka To CS-8th Mile,3,39336,BMTC,VRP  ATR
BMSIT-PTH-YHK,BMSIT-PTH-YHKUP,BMSIT College Campous Yelahanka To Yelahanka Old Town,3,39337,BMTC,NES
YHKOT-NES-BMSIT,YHKOT-NES-BMSITUP,Yelahanka Old Town To BMSIT College Campous Yelahanka,3,39338,BMTC,NES  PTH
V-BPS-HBL,V-BPS-HBLDOWN,Bhoopasandra To Hebbala Bridge (Towards Tin Factory),3,39341,BMTC,Bhadrappa Layout
VCS-BWTC-212 BPS-BWTC,VCS-BWTC-212 BPS-BWTCUP,CS-Bhoopasandra To CS-Bagmane World Technology Center Doddanekkundi,3,39342,BMTC,nan
VCS-BWTC-212 BWTC-BPS,VCS-BWTC-212 BWTC-BPSDOWN,CS-Bagmane World Technology Center Doddanekkundi To CS-Bhoopasandra Hebbala ,3,39343,BMTC,nan
DSCUK-CSB-HALM,DSCUK-CSB-HALMDOWN,Dayanandasagara University Kudlu Gate To HAL Main Gate (Towards Marathahalli Bridge),3,39345,BMTC,Central Silk Board  Sony World 80ft Road Koramangala
SMS-1,SMS-1UP,CS-Yeshvanthapura TTMC To CS-SMS India PVT LTD Peenyaq 2nd Stage,3,39346,BMTC,nan
SMS-1,SMS-1DOWN,CS-SMS India PVT LTD Peenyaq 2nd Stage To CS-Yeshwanthapura TTMC,3,39347,BMTC,Gorguntepalya
SMS-RJKS-KTP,SMS-RJKS-KTPUP,SMS India PVT LTD Peenya 2nd Stage To Kottigepalya,3,39348,BMTC,TVS Cross
SMS-PSS-KTP,SMS-PSS-KTPUP,SMS India PVT LTD Peenya 2nd Stage To Kottigepalya,3,39349,BMTC,TVS Cross
KTP-PSS-SMS,KTP-PSS-SMSDOWN,Kottigepalya To SMS India PVT LTD Peenya 2nd Stage,3,39350,BMTC,Hegganahalli Cross
SMS-1A,SMS-1AUP,CS-Jalahalli Cross To CS-SMS India PVT LTD Peenyaq 2nd Stage,3,39351,BMTC,System Jalahalli
SMS-1A,SMS-1ADOWN,CS-SMS India PVT LTD Peenyaq 2nd Stage To CS-Jalahalli Cross,3,39352,BMTC,System
HALMG-CSB-DSCUK,HALMG-CSB-DSCUKUP,HAL Main Gate (Towards Murugeshpalya) To Dayanandasagara University Kudlu Gate,3,39353,BMTC,Domlur  Sony World 80ft Road Koramangala
248-J JHC-PSS-KTP,248-J JHC-PSS-KTPDOWN,Jalahalli Cross To Kottigepalya,3,39354,BMTC,PSS
V-ORRCA-SLA Soft Zone-KDG,V-ORRCA-SLA Soft Zone-KDGUP,Salarpuria Soft Zone  To Kadugodi Bus Station,3,39357,BMTC,Marathahalli Bridge Graphite India ITPL Hope Form
BMSIT-6,BMSIT-6UP,CS-Agarawal EYE Hospital Yelahanka To CS-BMSIT College,3,39358,BMTC,PTH
BMSIT-8A,BMSIT-8AUP,CS-Agarawal EYE Hospital Yelahanka To CS-BMSIT College,3,39359,BMTC,PTH
BMSIT-8A,BMSIT-8ADOWN,CS-BMSIT College To CS-Agarawal EYE Hospital Yelahanka,3,39360,BMTC,PTH
BMSIT-6,BMSIT-6DOWN,CS-BMSIT College To CS-Agarawal EYE Hospital Yelahanka,3,39361,BMTC,PTH
YNTAEH-BMSITY,YNTAEH-BMSITYUP,Agarawal EYE Hospital Yelahanka  To BMSIT College Campous Yelahanka,3,39362,BMTC,PTH
BMSITY-YNTAEH,BMSITY-YNTAEHDOWN,BMSIT College Campous Yelahanka To Agarawal EYE Hospital Yelahanka ,3,39363,BMTC,PTH
401-B YNTAEH-YTTMC,401-B YNTAEH-YTTMCUP,Agarawal EYE Hospital Yelahanka  To Yashawanthapura TTMC,3,39364,BMTC,MSP
BMSITY-RJK,BMSITY-RJKUP,BMSIT College Campous Yelahanka To Rajanukunte,3,39365,BMTC,Honnenahalli
RJK-BMSITY,RJK-BMSITYDOWN,Rajanukunte To BMSIT College Campous Yelahanka,3,39366,BMTC,Honnenahalli
VCS-BWTC-209 NGV-BWTC,VCS-BWTC-209 NGV-BWTCUP,CS-National Game Village Gate To CS-Bagmane World Technology Center Doddanekkundi,3,39367,BMTC,nan
VCS-BWTC-209 BWTC-NGV,VCS-BWTC-209 BWTC-NGVDOWN,CS-Bagmane World Technology Center Doddanekkundi To CS-National game Village Gate,3,39368,BMTC,nan
401 YTTMC-RJK,401 YTTMC-RJKDOWN,Yashawanthapura TTMC To Rajanukunte,3,39369,BMTC,VRP  PTH
VCS-BWTC-207 GTG-BWTC,VCS-BWTC-207 GTG-BWTCUP,CS-Gottigere To CS-Bagmane World Technology Center Doddanekkundi,3,39370,BMTC,nan
VCS-BWTC-207 BWTC-GTG,VCS-BWTC-207 BWTC-GTGDOWN,CS-Bagmane World Technology Center Doddanekkundi To CS-Gottigere,3,39371,BMTC,nan
V-KHBQ-BSK-CSB-MRHB-BWTC,V-KHBQ-BSK-CSB-MRHB-BWTCUP,Shirke KHB Quarters To Bagmane World Technology Center Doddanekkundi,3,39372,BMTC,Banashankari Central Silk Board Marathahalli Bridge
VCS-BWTC-208 BWTC-HBGD,VCS-BWTC-208 BWTC-HBGDDOWN,CS-Bagmane World Technology Center Doddanekkundi To CS-Hebbagodi ,3,39373,BMTC,nan
VCS-BWTC-208 HBGD-BWTC,VCS-BWTC-208 HBGD-BWTCUP,CS-Hebbagodi  To CS-Bagmane World Technology Center Doddanekkundi,3,39374,BMTC,nan
V-BWTC-TNF-HBL,V-BWTC-TNF-HBLUP,Bagmane World Technology Center Doddanekkundi To Hebbala Bridge (Towards Bhadrappa Layout),3,39375,BMTC,Tin Factory Nagavara
V-HBL-TNF-BWTC,V-HBL-TNF-BWTCDOWN,Hebbala Bridge (Towards Tin Factory) To Bagmane World Technology Center Doddanekkundi,3,39376,BMTC,Nagavara Tin Factory
HSS-10,HSS-10UP,CS-Head Start School To CS-Arakere Gate,3,39377,BMTC,nan
V-BTP-103,V-BTP-103UP,CS-ELC Wipro Gate  To CS-Bagmane Tech Park,3,39378,BMTC,nan
V-BTP-103,V-BTP-103DOWN,CS-Bagmane Tech park To CS-ELC Wipro Gate ,3,39379,BMTC,nan
CS-DSC-DSCUK,CS-DSC-DSCUKUP,CS-Dayananda Sagar College KMS Layout To CS-Dayanandasagara University Kudlu Gate,3,39380,BMTC,nan
V-BTP-HAL-MRHB-ITPL,V-BTP-HAL-MRHB-ITPLUP,Bagmane Tech Park To ITPL,3,39381,BMTC,HAL Main Gate Marathahalli Bridge Graphite India
CS-DSUK-DSC,CS-DSUK-DSCUP,CS-Dayanandasagara University Kudlu Gate To CS-Dayanandasagar College,3,39382,BMTC,nan
VCS-BWTC-205 TGP-BWTC,VCS-BWTC-205 TGP-BWTCUP,CS-Thalagattapura Kankapura Road  To CS-Bagmane World Technology Center Doddanekkundi,3,39383,BMTC,nan
VCS-BWTC-205 BWTC-TGP,VCS-BWTC-205 BWTC-TGPDOWN,CS-Bagmane World Technology Center Doddanekkundi To CS-Talaghattapura Kankapura Road ,3,39384,BMTC,nan
V-BWTC-CSB-ELC-ATB,V-BWTC-CSB-ELC-ATBUP,Bagmane World Technology Center Doddanekkundi To Attibele Bus Stand,3,39385,BMTC,Central Silk Board Electronic City
VCS-BWTC-202 KMK-BWTC,VCS-BWTC-202 KMK-BWTCUP,CS-Kamakya Theatre To CS-Bagmane World Technology Center Doddanekkundi,3,39386,BMTC,nan
VCS-BWTC-202 BWTC-KMK,VCS-BWTC-202 BWTC-KMKDOWN,CS-Bagmane World Technology Center Doddanekkundi To CS-Kamakya Talkies,3,39387,BMTC,nan
VCS-BWTC-217 KPS-BWTC,VCS-BWTC-217 KPS-BWTCUP,CS-Kengeri Police Station To CS-Bagmane World Technology Center Doddanekkundi,3,39388,BMTC,nan
VCS-BWTC-217 BWTC-KPS,VCS-BWTC-217 BWTC-KPSDOWN,CS-Bagmane World Technology Center Doddanekkundi To CS-Kengeri Police Station ,3,39389,BMTC,nan
V-BWTC-TNF-SVM,V-BWTC-TNF-SVMUP,Bagmane World Technology Center Doddanekkundi To Swamy Vivekananda Metro Station,3,39390,BMTC,Tin Factory NGEF
VCS-BWTC-201 MAAC-BWTC,VCS-BWTC-201 MAAC-BWTCUP,CS-Mantri Alpyne Apartment Channasandra To CS-Bagmane World Technology Center Doddanekkundi,3,39391,BMTC,nan
VCS-BWTC-201 BWTC-MAAC,VCS-BWTC-201 BWTC-MAACDOWN,CS-Bagmane World Technology Center Doddanekkundi To CS-Mantri Alpyne Apartment Channasandra Uttarahalli,3,39392,BMTC,nan
V-KBS-BSK-KNKF,V-KBS-BSK-KNKFUP,Kempegowda Bus Station To Konanakunte Reliance Fresh,3,39393,BMTC,Corportion Banashankari
V-KNKF-BSK-KBS,V-KNKF-BSK-KBSDOWN,Konanakunte Reliance Fresh To Kempegowda Bus Station,3,39394,BMTC,Banashanakari Corportion
VCS-BWTC-206 KNK-BWTC,VCS-BWTC-206 KNK-BWTCUP,CS-Konanakunte Reliance Fresh  To CS-Bagmane World Technology Center Doddanekkundi,3,39395,BMTC,nan
VCS-BWTC-206 BWTC-KNK,VCS-BWTC-206 BWTC-KNKDOWN,CS-Bagmane World Technology Center Doddanekkundi To CS-Konanakunte Reliance Fresh,3,39396,BMTC,nan
VCS-BWTC-204 ISROL-BWTC,VCS-BWTC-204 ISROL-BWTCUP,CS-ISRO Layout Kumarswamy Layout To CS-Bagmane World Technology Center Doddanekkundi,3,39397,BMTC,nan
VCS-BWTC-204 BWTC-UTH,VCS-BWTC-204 BWTC-UTHDOWN,CS-Bagmane World Technology Center Doddanekkundi To CS-Uttarahalli Bus Stand ,3,39398,BMTC,nan
V-BWTC-TNF-CVR,V-BWTC-TNF-CVRUP,Bagmane World Technology Center Doddanekkundi To CV Raman Nagara (Towards Kaggadasapura),3,39399,BMTC,Tin Factory Nagavarapalya
V-CVR-TNF-BWTC,V-CVR-TNF-BWTCDOWN,CV Raman Nagara (Towards DRDO Quarters) To Bagmane World Technology Center Doddanekkundi,3,39400,BMTC,Tin Factory KR Puram Railway Station
VCS-BWTC-203 UTH-BWTC,VCS-BWTC-203 UTH-BWTCUP,CS-Uttarahalli Bus Stand  To CS-Bagmane World Technology Center Doddanekkundi,3,39401,BMTC,nan
VCS-BWTC-203 BWTC-UTH,VCS-BWTC-203 BWTC-UTHDOWN,CS-Bagmane World Technology Center Doddanekkundi To CS-Uttarahalli Bus Stand ,3,39402,BMTC,nan
V-SRN-BSK-CSB-MRHB,V-SRN-BSK-CSB-MRHBUP,Srinagara Bus Station To Marathahalli Bridge,3,39403,BMTC,Banashankari Bus Station Central Silk Board
V-UTH-BSK-CSB-CVR,V-UTH-BSK-CSB-CVRUP,Uttarahalli To CV Raman Nagara (Towards Kaggadasapura),3,39404,BMTC,Banashankari Bus Station Central Silk Board
V-KDG-ORRCA PRE TECH,V-KDG-ORRCA PRE TECHDOWN,Kadugodi Bus Station To Prestige Tech Park ORRCA,3,39405,BMTC,Marathahalli Bridge
V-ORRCA PRT-KDG,V-ORRCA PRT-KDGUP,Prestige Tech Park ORRCA  To Kadugodi Bus Station,3,39406,BMTC,Marathahalli Bridge Graphite India ITPL Hope Form
V-Intel ORR-MRHB-KBS,V-Intel ORR-MRHB-KBSUP,Intel Ring Road To Kempegowda Bus Station,3,39409,BMTC,Marathahalli Bridge HAL Corportion
ACCB8-37,ACCB8-37DOWN,CS-Mind Tree To CS-BTM Layout,3,39410,BMTC,KSIT College Gubbalala Konanakunte Cross Sarakki JP Nagara 6th Phase Mico Layout
BEMLA-25,BEMLA-25UP,CS-BEML Layout 5th Stage To CS-BEML Factory,3,39411,BMTC,Kuvempu Circle Halage Vaderahalli R R Gate Richmond Circle
LBG-VSD,LBG-VSDUP,Lalbagh Main Gate To Vidhana Soudha Karnataka High Court ,3,39412,BMTC,nan
VSD-LBG,VSD-LBGDOWN,Vidhana Soudha Karnataka High Court  To Lalbagh Main Gate,3,39413,BMTC,nan
ADITI-14,ADITI-14DOWN,CS-Malya Adithi School To CS-Sadashivanagara Indian Bank,3,39414,BMTC,Nagashettyhalli
BEMLB-9,BEMLB-9DOWN,CS-BEML Factory To CS-Sunkadakatte,3,39415,BMTC,Indiranagara Vidhana Soudha Okalipuram Magadi Road KHB Colony Moodlapalya NBVB KTP
KRP-UTSB,KRP-UTSBUP,KR Puram Govt Hospital To Uttamasagar Hotel,3,39416,BMTC,nan
BEMLC-9,BEMLC-9DOWN,CS-BEML Factory To CS-Vijayanagara,3,39418,BMTC,Malleshwaram Circle Navarang Basaveshwaranagara Mudalapalya
ADITI-6,ADITI-6UP,Nandidurga Road To Malya Adithi School,3,39419,BMTC,HBL
NITT-2,NITT-2UP,CS-Puttenahalli Yelahanka To CS-NItteminakshi College YHK,3,39420,BMTC,YST
NITT-2,NITT-2DOWN,CS-NItteminakshi College YHK To CS-Puttenahalli Yelahanka,3,39421,BMTC,Yelahanka Police Station
